line_id,library,version
spring-framework-5.3.x,org.glassfish.hk2.external:jakarta.inject,2.6.1
spring-framework-5.3.x,org.glassfish.jaxb:jaxb-core,2.3.0.1
spring-framework-5.3.x,org.glassfish.jaxb:jaxb-runtime,2.3.1
spring-framework-5.3.x,org.glassfish.jaxb:txw2,2.3.0.1
spring-framework-5.3.x,org.glassfish.jaxb:txw2,2.3.1
spring-framework-5.3.x,org.glassfish.jersey.containers:jersey-container-servlet-core,2.35
spring-framework-5.3.x,org.glassfish.jersey.containers:jersey-container-servlet,2.35
spring-framework-5.3.x,org.glassfish.jersey.core:jersey-client,2.35
spring-framework-5.3.x,org.glassfish.jersey.core:jersey-common,2.35
spring-framework-5.3.x,org.glassfish.jersey.core:jersey-server,2.35
spring-framework-5.3.x,org.glassfish.jersey.ext:jersey-bean-validation,2.35
spring-framework-5.3.x,org.glassfish.jersey.ext:jersey-entity-filtering,2.35
spring-framework-5.3.x,org.glassfish.jersey.ext:jersey-spring5,2.35
spring-framework-5.3.x,org.glassfish.jersey.inject:jersey-hk2,2.35
spring-framework-5.3.x,org.glassfish.jersey.media:jersey-media-json-jackson,2.35
spring-framework-5.3.x,org.hamcrest:hamcrest,2.2
spring-framework-5.3.x,org.hdrhistogram:HdrHistogram,2.1.12
spring-framework-5.3.x,org.hdrhistogram:HdrHistogram,2.1.8
spring-framework-5.3.x,org.hdrhistogram:HdrHistogram,2.1.9
spring-framework-5.3.x,org.hibernate:hibernate-core,5.6.15.Final
spring-framework-5.3.x,org.hibernate.common:hibernate-commons-annotations,5.1.2.Final
spring-framework-5.3.x,org.hibernate.validator:hibernate-validator,6.2.0.Final
spring-framework-5.3.x,org.hibernate.validator:hibernate-validator,6.2.5.Final
spring-framework-5.3.x,org.jasig.cas.client:cas-client-core,3.6.4
spring-framework-5.3.x,org.javassist:javassist,3.20.0-GA
spring-framework-5.3.x,org.javassist:javassist,3.22.0-CR2
spring-framework-5.3.x,org.javassist:javassist,3.25.0-GA
spring-framework-5.3.x,org.jboss:jandex,2.4.2.Final
spring-framework-5.3.x,org.jboss.interceptor:jboss-interceptor-api,1.1
spring-framework-5.3.x,org.jboss.logging:jboss-logging,3.3.1.Final
spring-framework-5.3.x,org.jboss.logging:jboss-logging,3.3.2.Final
spring-framework-5.3.x,org.jboss.logging:jboss-logging,3.4.1.Final
spring-framework-5.3.x,org.jboss.logging:jboss-logging,3.4.2.Final
spring-framework-5.3.x,org.jboss.logging:jboss-logging,3.4.3.Final
spring-framework-5.3.x,org.jboss.spec.javax.annotation:jboss-annotations-api_1.3_spec,2.0.1.Final
spring-framework-5.3.x,org.jboss.spec.javax.servlet:jboss-servlet-api_4.0_spec,2.0.0.Final
spring-framework-5.3.x,org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec,1.1.1.Final
spring-framework-5.3.x,org.jboss.spec.javax.websocket:jboss-websocket-api_1.1_spec,2.0.0.Final
spring-framework-5.3.x,org.jboss.threads:jboss-threads,2.3.6.Final
spring-framework-5.3.x,org.jboss.threads:jboss-threads,3.1.0.Final
spring-framework-5.3.x,org.jboss.xnio:xnio-api,3.8.7.Final
spring-framework-5.3.x,org.jboss.xnio:xnio-nio,3.8.7.Final
spring-framework-5.3.x,org.jgroups:jgroups,3.6.13.Final
spring-framework-5.3.x,org.jooq:jooq,3.14.16
spring-framework-5.3.x,org.junit.jupiter:junit-jupiter-api,5.8.2
spring-framework-5.3.x,org.junit.jupiter:junit-jupiter-engine,5.8.2
spring-framework-5.3.x,org.junit.jupiter:junit-jupiter-params,5.8.2
spring-framework-5.3.x,org.junit.jupiter:junit-jupiter,5.8.2
spring-framework-5.3.x,org.junit.platform:junit-platform-commons,1.8.2
spring-framework-5.3.x,org.junit.platform:junit-platform-engine,1.8.2
spring-framework-5.3.x,org.jvnet.staxex:stax-ex,1.8
spring-framework-5.3.x,org.jvnet.staxex:stax-ex,1.8.3
spring-framework-5.3.x,org.latencyutils:LatencyUtils,2.0.3
spring-framework-5.3.x,org.lz4:lz4-java,1.8.0
spring-framework-5.3.x,org.mockito:mockito-core,4.5.1
spring-framework-5.3.x,org.mockito:mockito-junit-jupiter,4.5.1
spring-framework-5.3.x,org.mongodb:bson-record-codec,4.6.1
spring-framework-5.3.x,org.mongodb:bson,4.6.1
spring-framework-5.3.x,org.mongodb:mongodb-driver-core,4.6.1
spring-framework-5.3.x,org.mongodb:mongodb-driver-reactivestreams,4.6.1
spring-framework-5.3.x,org.mongodb:mongodb-driver-sync,4.6.1
spring-framework-5.3.x,org.neo4j:neo4j-cypher-dsl,2022.8.5
spring-framework-5.3.x,org.neo4j.driver:neo4j-java-driver,4.4.12
spring-framework-5.3.x,org.objenesis:objenesis,3.2
spring-framework-5.3.x,org.openid4java:openid4java-nodeps,0.9.6
spring-framework-5.3.x,org.opensaml:opensaml-core,3.4.6
spring-framework-5.3.x,org.opensaml:opensaml-messaging-api,3.4.6
spring-framework-5.3.x,org.opensaml:opensaml-profile-api,3.4.6
spring-framework-5.3.x,org.opensaml:opensaml-saml-api,3.4.6
spring-framework-5.3.x,org.opensaml:opensaml-saml-impl,3.4.6
spring-framework-5.3.x,org.opensaml:opensaml-security-api,3.4.6
spring-framework-5.3.x,org.opensaml:opensaml-security-impl,3.4.6
spring-framework-5.3.x,org.opensaml:opensaml-soap-api,3.4.6
spring-framework-5.3.x,org.opensaml:opensaml-soap-impl,3.4.6
spring-framework-5.3.x,org.opensaml:opensaml-storage-api,3.4.6
spring-framework-5.3.x,org.opensaml:opensaml-xmlsec-api,3.4.6
spring-framework-5.3.x,org.opensaml:opensaml-xmlsec-impl,3.4.6
spring-framework-5.3.x,org.opentest4j:opentest4j,1.2.0
spring-framework-5.3.x,org.ow2.asm:asm-analysis,7.1
spring-framework-5.3.x,org.ow2.asm:asm-analysis,9.2
spring-framework-5.3.x,org.ow2.asm:asm-commons,7.1
spring-framework-5.3.x,org.ow2.asm:asm-commons,9.2
spring-framework-5.3.x,org.ow2.asm:asm-commons,9.6
spring-framework-5.3.x,org.ow2.asm:asm-tree,7.1
spring-framework-5.3.x,org.ow2.asm:asm-tree,9.2
spring-framework-5.3.x,org.ow2.asm:asm-tree,9.6
spring-framework-5.3.x,org.ow2.asm:asm-util,7.1
spring-framework-5.3.x,org.ow2.asm:asm-util,9.2
spring-framework-5.3.x,org.ow2.asm:asm,7.1
spring-framework-5.3.x,org.ow2.asm:asm,9.1
spring-framework-5.3.x,org.ow2.asm:asm,9.2
spring-framework-5.3.x,org.ow2.asm:asm,9.6
spring-framework-5.3.x,org.quartz-scheduler:quartz,2.3.2
spring-framework-5.3.x,org.reactivestreams:reactive-streams,1.0.0
spring-framework-5.3.x,org.reactivestreams:reactive-streams,1.0.2
spring-framework-5.3.x,org.reactivestreams:reactive-streams,1.0.3
spring-framework-5.3.x,org.reactivestreams:reactive-streams,1.0.4
spring-framework-5.3.x,org.skyscreamer:jsonassert,1.5.1
spring-framework-5.3.x,org.slf4j:jcl-over-slf4j,1.7.36
spring-framework-5.3.x,org.slf4j:jul-to-slf4j,1.7.36
spring-framework-5.3.x,org.slf4j:slf4j-api,1.7.21
spring-framework-5.3.x,org.slf4j:slf4j-api,1.7.25
spring-framework-5.3.x,org.slf4j:slf4j-api,1.7.26
spring-framework-5.3.x,org.slf4j:slf4j-api,1.7.30
spring-framework-5.3.x,org.slf4j:slf4j-api,1.7.32
spring-framework-5.3.x,org.slf4j:slf4j-api,1.7.33
spring-framework-5.3.x,org.slf4j:slf4j-api,1.7.35
spring-framework-5.3.x,org.slf4j:slf4j-api,1.7.36
spring-framework-5.3.x,org.slf4j:slf4j-api,1.7.7
spring-framework-5.3.x,org.slf4j:slf4j-api,2.0.0-alpha1
spring-framework-5.3.x,org.slf4j:slf4j-simple,1.7.36
spring-framework-5.3.x,org.sonatype.plexus:plexus-build-api,0.0.7
spring-framework-5.3.x,org.sonatype.plexus:plexus-cipher,1.4
spring-framework-5.3.x,org.sonatype.plexus:plexus-sec-dispatcher,1.4
spring-framework-5.3.x,org.sonatype.sisu:sisu-guice,3.2.5
spring-framework-5.3.x,org.sonatype.sisu:sisu-inject-bean,2.6.0
spring-framework-5.3.x,org.sonatype.sisu:sisu-inject-plexus,2.6.0
spring-framework-5.3.x,org.springframework:spring-aop,4.3.16.RELEASE
spring-framework-5.3.x,org.springframework:spring-aop,5.1.5.RELEASE
spring-framework-5.3.x,org.springframework:spring-aop,5.2.0.RELEASE
spring-framework-5.3.x,org.springframework:spring-aop,5.3.29
spring-framework-5.3.x,org.springframework:spring-aop,5.3.30
spring-framework-5.3.x,org.springframework:spring-aop,5.3.31
spring-framework-5.3.x,org.springframework:spring-aop,5.3.39
spring-framework-5.3.x,org.springframework:spring-aspects,5.3.31
spring-framework-5.3.x,org.springframework:spring-aspects,5.3.39
spring-framework-5.3.x,org.springframework:spring-beans,4.3.16.RELEASE
spring-framework-5.3.x,org.springframework:spring-beans,5.1.5.RELEASE
spring-framework-5.3.x,org.springframework:spring-beans,5.2.0.RELEASE
spring-framework-5.3.x,org.springframework:spring-beans,5.3.21
spring-framework-5.3.x,org.springframework:spring-beans,5.3.29
spring-framework-5.3.x,org.springframework:spring-beans,5.3.30
spring-framework-5.3.x,org.springframework:spring-beans,5.3.31
spring-framework-5.3.x,org.springframework:spring-beans,5.3.39
spring-framework-5.3.x,org.springframework:spring-context-indexer,5.3.39
spring-framework-5.3.x,org.springframework:spring-context-support,5.3.31
spring-framework-5.3.x,org.springframework:spring-context-support,5.3.39
spring-framework-5.3.x,org.springframework:spring-context,4.3.16.RELEASE
spring-framework-5.3.x,org.springframework:spring-context,5.1.5.RELEASE
spring-framework-5.3.x,org.springframework:spring-context,5.2.0.RELEASE
spring-framework-5.3.x,org.springframework:spring-context,5.3.29
spring-framework-5.3.x,org.springframework:spring-context,5.3.30
spring-framework-5.3.x,org.springframework:spring-context,5.3.31
spring-framework-5.3.x,org.springframework:spring-context,5.3.39
spring-framework-5.3.x,org.springframework:spring-core,4.3.16.RELEASE
spring-framework-5.3.x,org.springframework:spring-core,5.1.5.RELEASE
spring-framework-5.3.x,org.springframework:spring-core,5.2.0.RELEASE
spring-framework-5.3.x,org.springframework:spring-core,5.3.21
spring-framework-5.3.x,org.springframework:spring-core,5.3.29
spring-framework-5.3.x,org.springframework:spring-core,5.3.30
spring-framework-5.3.x,org.springframework:spring-core,5.3.31
spring-framework-5.3.x,org.springframework:spring-core,5.3.39
spring-framework-5.3.x,org.springframework:spring-expression,4.3.16.RELEASE
spring-framework-5.3.x,org.springframework:spring-expression,5.1.5.RELEASE
spring-framework-5.3.x,org.springframework:spring-expression,5.2.0.RELEASE
spring-framework-5.3.x,org.springframework:spring-expression,5.3.29
spring-framework-5.3.x,org.springframework:spring-expression,5.3.30
spring-framework-5.3.x,org.springframework:spring-expression,5.3.31
spring-framework-5.3.x,org.springframework:spring-expression,5.3.39
spring-framework-5.3.x,org.springframework:spring-instrument,5.3.39
spring-framework-5.3.x,org.springframework:spring-jcl,5.1.5.RELEASE
spring-framework-5.3.x,org.springframework:spring-jcl,5.2.0.RELEASE
spring-framework-5.3.x,org.springframework:spring-jcl,5.3.21
spring-framework-5.3.x,org.springframework:spring-jcl,5.3.29
spring-framework-5.3.x,org.springframework:spring-jcl,5.3.30
spring-framework-5.3.x,org.springframework:spring-jcl,5.3.31
spring-framework-5.3.x,org.springframework:spring-jcl,5.3.39
spring-framework-5.3.x,org.springframework:spring-jdbc,5.3.29
spring-framework-5.3.x,org.springframework:spring-jdbc,5.3.31
spring-framework-5.3.x,org.springframework:spring-jdbc,5.3.39
spring-framework-5.3.x,org.springframework:spring-jms,5.3.31
spring-framework-5.3.x,org.springframework:spring-jms,5.3.39
spring-framework-5.3.x,org.springframework:spring-messaging,5.3.29
spring-framework-5.3.x,org.springframework:spring-messaging,5.3.30
spring-framework-5.3.x,org.springframework:spring-messaging,5.3.31
spring-framework-5.3.x,org.springframework:spring-messaging,5.3.39
spring-framework-5.3.x,org.springframework:spring-orm,5.3.31
spring-framework-5.3.x,org.springframework:spring-orm,5.3.39
spring-framework-5.3.x,org.springframework:spring-oxm,5.3.31
spring-framework-5.3.x,org.springframework:spring-oxm,5.3.39
spring-framework-5.3.x,org.springframework:spring-r2dbc,5.3.31
spring-framework-5.3.x,org.springframework:spring-r2dbc,5.3.39
spring-framework-5.3.x,org.springframework:spring-test,5.3.29
spring-framework-5.3.x,org.springframework:spring-test,5.3.31
spring-framework-5.3.x,org.springframework:spring-test,5.3.39
spring-framework-5.3.x,org.springframework:spring-tx,5.3.21
spring-framework-5.3.x,org.springframework:spring-tx,5.3.29
spring-framework-5.3.x,org.springframework:spring-tx,5.3.30
spring-framework-5.3.x,org.springframework:spring-tx,5.3.31
spring-framework-5.3.x,org.springframework:spring-tx,5.3.39
spring-framework-5.3.x,org.springframework:spring-web,5.1.5.RELEASE
spring-framework-5.3.x,org.springframework:spring-web,5.3.29
spring-framework-5.3.x,org.springframework:spring-web,5.3.31
spring-framework-5.3.x,org.springframework:spring-web,5.3.39
spring-framework-5.3.x,org.springframework:spring-webflux,5.3.31
spring-framework-5.3.x,org.springframework:spring-webflux,5.3.39
spring-framework-5.3.x,org.springframework:spring-webmvc,5.3.31
spring-framework-5.3.x,org.springframework:spring-webmvc,5.3.39
spring-framework-5.3.x,org.springframework:spring-websocket,5.3.31
spring-framework-5.3.x,org.springframework:spring-websocket,5.3.39
spring-framework-5.3.x,org.springframework.amqp:spring-amqp,2.4.17
spring-framework-5.3.x,org.springframework.amqp:spring-rabbit,2.4.17
spring-framework-5.3.x,org.springframework.batch:spring-batch-core,4.3.10
spring-framework-5.3.x,org.springframework.batch:spring-batch-infrastructure,4.3.10
spring-framework-5.3.x,org.springframework.boot:spring-boot-actuator-autoconfigure,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-actuator,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-antlib,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-autoconfigure-processor,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-autoconfigure,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-buildpack-platform,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-cli,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-configuration-metadata,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-configuration-processor,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-devtools,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-gradle-plugin,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-jarmode-layertools,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-loader-tools,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-loader,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-maven-plugin,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-properties-migrator,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-activemq,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-actuator,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-amqp,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-aop,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-artemis,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-batch,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-cache,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-data-cassandra-reactive,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-data-cassandra,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-data-couchbase-reactive,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-data-couchbase,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-data-elasticsearch,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-data-jdbc,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-data-jpa,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-data-ldap,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-data-mongodb-reactive,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-data-mongodb,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-data-neo4j,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-data-r2dbc,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-data-redis-reactive,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-data-redis,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-data-rest,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-freemarker,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-graphql,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-groovy-templates,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-hateoas,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-integration,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-jdbc,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-jersey,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-jetty,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-jooq,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-json,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-jta-atomikos,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-log4j2,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-logging,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-mail,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-mustache,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-oauth2-client,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-oauth2-resource-server,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-quartz,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-reactor-netty,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-rsocket,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-security,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-test,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-thymeleaf,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-tomcat,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-undertow,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-validation,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-web-services,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-web,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-webflux,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter-websocket,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-starter,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-test-autoconfigure,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot-test,2.7.18
spring-framework-5.3.x,org.springframework.boot:spring-boot,2.7.18
spring-framework-5.3.x,org.springframework.data:spring-data-cassandra,3.4.18
spring-framework-5.3.x,org.springframework.data:spring-data-commons,2.7.14
spring-framework-5.3.x,org.springframework.data:spring-data-commons,2.7.18
spring-framework-5.3.x,org.springframework.data:spring-data-couchbase,4.4.18
spring-framework-5.3.x,org.springframework.data:spring-data-elasticsearch,4.4.18
spring-framework-5.3.x,org.springframework.data:spring-data-jdbc,2.4.18
spring-framework-5.3.x,org.springframework.data:spring-data-jpa,2.7.18
spring-framework-5.3.x,org.springframework.data:spring-data-keyvalue,2.7.18
spring-framework-5.3.x,org.springframework.data:spring-data-ldap,2.7.18
spring-framework-5.3.x,org.springframework.data:spring-data-mongodb,3.4.18
spring-framework-5.3.x,org.springframework.data:spring-data-neo4j,6.3.18
spring-framework-5.3.x,org.springframework.data:spring-data-r2dbc,1.5.18
spring-framework-5.3.x,org.springframework.data:spring-data-redis,2.7.18
spring-framework-5.3.x,org.springframework.data:spring-data-relational,2.4.18
spring-framework-5.3.x,org.springframework.data:spring-data-rest-core,3.7.18
spring-framework-5.3.x,org.springframework.data:spring-data-rest-webmvc,3.7.18
spring-framework-5.3.x,org.springframework.graphql:spring-graphql,1.0.6
spring-framework-5.3.x,org.springframework.hateoas:spring-hateoas,1.5.6
spring-framework-5.3.x,org.springframework.integration:spring-integration-core,5.5.20
spring-framework-5.3.x,org.springframework.ldap:spring-ldap-core,2.4.1
spring-framework-5.3.x,org.springframework.plugin:spring-plugin-core,2.0.0.RELEASE
spring-framework-5.3.x,org.springframework.retry:spring-retry,1.3.4
spring-framework-5.3.x,org.springframework.security:spring-security-acl,5.7.11
spring-framework-5.3.x,org.springframework.security:spring-security-aspects,5.7.11
spring-framework-5.3.x,org.springframework.security:spring-security-cas,5.7.11
spring-framework-5.3.x,org.springframework.security:spring-security-config,5.7.11
spring-framework-5.3.x,org.springframework.security:spring-security-core,5.7.11
spring-framework-5.3.x,org.springframework.security:spring-security-crypto,5.7.11
spring-framework-5.3.x,org.springframework.security:spring-security-data,5.7.11
spring-framework-5.3.x,org.springframework.security:spring-security-ldap,5.7.11
spring-framework-5.3.x,org.springframework.security:spring-security-messaging,5.7.11
spring-framework-5.3.x,org.springframework.security:spring-security-oauth2-client,5.7.11
spring-framework-5.3.x,org.springframework.security:spring-security-oauth2-core,5.7.11
spring-framework-5.3.x,org.springframework.security:spring-security-oauth2-jose,5.7.11
spring-framework-5.3.x,org.springframework.security:spring-security-oauth2-resource-server,5.7.11
spring-framework-5.3.x,org.springframework.security:spring-security-openid,5.7.11
spring-framework-5.3.x,org.springframework.security:spring-security-remoting,5.7.11
spring-framework-5.3.x,org.springframework.security:spring-security-rsocket,5.7.11
spring-framework-5.3.x,org.springframework.security:spring-security-saml2-service-provider,5.7.11
spring-framework-5.3.x,org.springframework.security:spring-security-taglibs,5.7.11
spring-framework-5.3.x,org.springframework.security:spring-security-test,5.7.11
spring-framework-5.3.x,org.springframework.security:spring-security-web,5.7.11
spring-framework-5.3.x,org.springframework.ws:spring-ws-core,3.1.8
spring-framework-5.3.x,org.springframework.ws:spring-xml,3.1.8
spring-framework-5.3.x,org.thymeleaf:thymeleaf-spring5,3.0.15.RELEASE
spring-framework-5.3.x,org.thymeleaf:thymeleaf,3.0.11.RELEASE
spring-framework-5.3.x,org.thymeleaf:thymeleaf,3.0.15.RELEASE
spring-framework-5.3.x,org.thymeleaf.extras:thymeleaf-extras-java8time,3.0.4.RELEASE
spring-framework-5.3.x,org.tomlj:tomlj,1.0.0
spring-framework-5.3.x,org.unbescape:unbescape,1.1.6.RELEASE
spring-framework-5.3.x,org.wildfly.client:wildfly-client-config,1.0.1.Final
spring-framework-5.3.x,org.wildfly.common:wildfly-common,1.2.0.Final
spring-framework-5.3.x,org.wildfly.common:wildfly-common,1.3.0.Final
spring-framework-5.3.x,org.wildfly.common:wildfly-common,1.5.0.Final
spring-framework-5.3.x,org.wildfly.common:wildfly-common,1.5.4.Final
spring-framework-5.3.x,org.xmlunit:xmlunit-core,2.9.1
spring-framework-5.3.x,org.yaml:snakeyaml,1.30
spring-framework-5.3.x,org.yaml:snakeyaml,1.33
spring-framework-5.3.x,xerces:xercesImpl,2.11.0
spring-framework-5.3.x,xml-apis:xml-apis,1.4.01
demo-0.1.x,com.fasterxml.jackson.core:jackson-core,2.14.2
demo-0.1.x,org.yaml:snakeyaml,1.33
demo-0.1.x,commons-io:commons-io,2.11.0
demo-0.1.x,org.apache.commons:commons-text,1.10.0
demo-0.1.x,org.apache.commons:commons-lang3,3.12.0
lab-1.0.x,com.google.code.gson:gson,2.8.8
lab-1.0.x,com.thoughtworks.xstream:xstream,1.4.19
lab-1.0.x,commons-fileupload:commons-fileupload,1.3.2
lab-1.0.x,com.h2database:h2,2.0.204
lab-1.0.x,org.jodd:jodd-json,5.0.3
lab-1.0.x,org.apache.velocity:velocity-engine-core,2.2
